order,text_a,label,Target
0,春节放鞭炮是传统习俗，但环境污染问题却不容忽视。建议春节不放鞭炮，既保护环境，又节约资源。,0.0,春节放鞭炮
1,春节放鞭炮是为了满足个人娱乐需求，却对环境造成了严重破坏。我们应该倡导减少鞭炮的使用，减少空气污染，保护环境。春节是中国传统节日，也是我们与家人团聚的节日，应该倡导文明健康的生活方式。,0.0,春节放鞭炮
2,春节不放鞭炮，环保是福，但过年不放鞭炮，破坏环境。,0.0,春节放鞭炮
3,春节放鞭炮的减少，原因包括空气污染、百姓嫌贵、花钱听响不实惠、过年传统被颠覆等。,0.0,春节放鞭炮
4,反对春节放鞭炮，我们应该提倡绿色环保，减少浪费。,0.0,春节放鞭炮
5,不放鞭炮不发财。,0.0,春节放鞭炮
6,我们不能放鞭炮，放烟花、烟花爆竹不仅污染空气，还给环卫工人带来劳动量，应该减少鞭炮的燃放。,0.0,春节放鞭炮
7,大连市文明办、环保局联合发出倡议书”不放、少放烟花爆竹，绿色过春节”，我举双手赞同。家里近几年一直都没有放鞭炮。其实，年味儿不只是鞭炮味儿，美好的中国年有丰富的年俗，少了鞭炮，还有写春联、挂年画、贴窗花、蒸年糕、包饺子、守岁、拜年......大家只要齐心去做，过绿色环保年，一样热闹有趣。,0.0,春节放鞭炮
8,"""今天小年，绿城社工今天上午走上街头倡导民不放鞭炮,过绿色春节。放鞭炮也是造成PM2.5污染原因之一，希望大家少放就少放，环保的同时也减少浪费。""",0.0,春节放鞭炮
9,"今天小年，绿城社工呼吁市民不放鞭炮，过绿色春节。放鞭炮是PM2.5污染的原因之一，希望大家少放就少放，减少浪费。
好的传统可以延续，不好的传统应该结束，比如鞭炮，全国禁止燃放吧。有人非要拿春节必须放鞭炮一说，过去还非要一男配多女，偷情就处死，基被发现基本烧死，你们也延续这样的传统好了。",0.0,春节放鞭炮
10,将军牛排7家门店不放鞭炮烟花，春节不放鞭炮，怕楼房震塌，环保低碳，大家支持吧。,0.0,春节放鞭炮
11,除夕初一，广州北部出现重度污染，不放鞭炮缓解污染。,0.0,春节放鞭炮
12,反对: 春节放鞭炮有年味儿，但污染严重，空气污染，建议春节少放鞭炮。,0.0,春节放鞭炮
13,春节快乐!,0.0,春节放鞭炮
14,@王明：不要放鞭炮!,0.0,春节放鞭炮
15,春节放鞭炮是一项有害的行为，不应该提倡。,0.0,春节放鞭炮
16,反对：鞭炮放多了，空气污染严重，对身体有害。,0.0,春节放鞭炮
17,春节不放鞭炮，过年不喜庆!,0.0,春节放鞭炮
18,春节不放鞭炮，环保更安全!,0.0,春节放鞭炮
19,反对春节放鞭炮。,0.0,春节放鞭炮
20,反对春节放鞭炮，反对雾霾，呼吁大家从自己做起，让春节更加健康和温馨。,0.0,春节放鞭炮
21,大家早上好，今天早上上班的路上听到各地关于春节放鞭炮的规定，雾霾这么厉害怎么还放鞭炮啊，这样恶劣的环境真是不能出门了，别说为子孙后代着想了，现如今环境就够差的了，暖冬导致的雨雪都不下，天天有雾霾，周围到处是感冒发烧的人，一冬天几乎每一人或自己的家人都感冒发烧了，可悲啊!,0.0,春节放鞭炮
22,@LXW: @CyyyY: @LXWY: @YXYY: @CYYYY: @YXYYY: @YXYYYY: @YXYYYYY: @YXYYYYY: 我的春节要蓝天!,0.0,春节放鞭炮
23,@抱猴子的兔子: 春节放鞭炮，环保，安静，祥和!,0.0,春节放鞭炮
24,反对春节不放鞭炮，呼吁少放烟花爆竹。,0.0,春节放鞭炮
25,反对放鞭炮。,0.0,春节放鞭炮
26,春节放鞭炮，空气污染严重，我们应该保护环境，减少污染。,0.0,春节放鞭炮
27,在春节期间，放鞭炮是许多城市居民的普遍习惯，但是它们也带来了环境污染和社会秩序的恶化。我们应该摒弃鞭炮，减少对环境的污染，让春节更加健康和环保。,0.0,春节放鞭炮
28,过年不放鞭炮，会危害公众身体健康。,0.0,春节放鞭炮
29,"""我们回族不吃饺子，不放鞭炮，不守夜，没有这些讲究。""",0.0,春节放鞭炮
30,春节不放鞭炮，环保我们自己做。,0.0,春节放鞭炮
31,春节不放鞭炮，环保意识在下一代已养成，可是外面灰蒙蒙一片，鞭炮声还没停，这种风俗真的值得传承吗？,0.0,春节放鞭炮
32,春节放鞭炮是无可厚非，但是有宝宝是被吵醒哭的稀里哗啦的，难道真的是大人太不尊重小孩？,0.0,春节放鞭炮
33,反对放鞭炮。,0.0,春节放鞭炮
34,春节放鞭炮是不负责任的，不利于城市和家庭的健康发展，应该坚决抵制。,0.0,春节放鞭炮
35,春节不放鞭炮，环保尽一份力。,0.0,春节放鞭炮
36,父母决定不放鞭炮，希望我们过一个祥和、安全、愉快、健康的绿色环保新年。,0.0,春节放鞭炮
37,"反对态度言论：
【绿色我先行】为了我们的城市安全，为了保护我们生存的室内外环境，为了保护我们的老人和孩子健康，为了保护低碳环保生活，我们提倡今年春节不放鞭炮，平平安安欢欢乐乐过春节。
【绿色我先行】为了我们的城市安全，保护我们生存的室内外环境，保护我们的老人和孩子健康，保护低碳环保生活，我们提倡今年春节不放鞭烟花炮，平平安安欢欢乐乐过春节。",0.0,春节放鞭炮
38,"今年春节不放鞭炮,过个绿色环保春节,闷等大发财!",0.0,春节放鞭炮
39,春节放鞭炮，有雾霾，有污染，不环保，过年不环保。,0.0,春节放鞭炮
40,"@李开复: @蛮子: @李开复: @蛮子@李开复 @李开复 @李开复: @蛮子 @李开复 @李开复 @蛮子 @李开复 

@蛮子 @李开复: @李开复: @蛮儿 @蛮子 @李开复 \
@蛮子 @李开复:
@蛮子 @李开复: Never shake my head.
@蛮子 @李开复: Just wanna shake my head.

@蛮子 @李开复 @蛮子 \
@蛮子 @李开覆: @李开复: @蛮女 @李开复 @李开复 \
@蛮女 @李开复: @蛮子\
@蛮子 @李开复 \ @蛮女 @李开复 \
@蛮男 @李开复 @李开复 

@蛮男 @李开复: Never shake me head.
@蛮男 @李开复: Just wanna say goodbye.
@蛮男 @李开覆: Never shake me head \
@蛮男 @李开覆: @李开复 @李开复 ""\
@蛮男 @李开复: @蛮女\
@蛮男 @李开复\
@蛮男 @李开复, @蛮子\
@蛮女 @李开复, @蛮男\
@蛮男 @李开复.
@蛮男 @李开复 ""\
@搂男 @李开复 ""\
@李开复 @李开复 "" @蛮男 @李开复 "" @蛮女 @李开复 "" @蛮子 @李开复 "" @蛮女的 \
@蛮男 @李开元 "" @蛮男 @李开元 ""
@蛮男 @李开复 
@蛮男 @李开复 \
@蛮男的 \
@蛮男 @李开男 \
@蛮男 @李开女 \
@蛮男 @李开新 "" @蛮男 @李开新 ""\
@蛮男 @李快 "" @蛮男 @李开男 "" @蛮男 @李开女 "" @蛮男 @李开 男 "" @蛮男 @李开 新 "" @蛮男 @李开 "" @蛮男 @李开妇 "" @蛮男 @李开康 "" @蛮男 @李开老 "" @蛮男 @李开童 "" @蛮男 @李开婴 "" @蛮男 @李开洋 "" @蛮男 @李开白 "" @蛮男 @李开龙 "" @蛮男 @李开民 "" @蛮男 @李开敏 "" @蛮男 @李开明 "" @蛮男 @李开宇 "" @蛮男 @李开信 "" @蛮男 @李开智 "" @蛮男 @李开武 "" @蛮男 @李开文 "" @蛮男 @李开哲 "" @蛮男 @李开刚 "" @蛮男 @李开山 "" @蛮男 @李开伟 "" @蛮男 @李开良 "" @蛮男 @李开德 "" @蛮男 @李开义 "" @蛮男 @李开邦 "" @蛮男 @李开鲁 "" @蛮男 @李开祥 "" @蛮男 @李开勇 "" @蛮男 @李开烈 "" @蛮男 @李开仁 "" @蛮男 @李开惠 "" @蛮男 @李开建 "" @蛮男 @李开廉 "" @蛮男 @李开军 "" @蛮男 @李开宪 "" @蛮男 @李开富 "" @蛮男 @李开雄 "" @蛮男 @李开俊 "" @蛮男 @李开杰 "" @蛮男 @李开健 "" @蛮男 @李开普 "" @蛮男 @李开奇 "" @蛮男 @李开华 "" @蛮男 @李开平 "" @蛮男 @李开奎 "" @蛮男 @李开林 "" @蛮男 @李开云 "" @蛮男 @李开勋 "" @蛮男 @李开森 "" @蛮男 @李开瑞 "" @蛮男 @李开荣 "" @蛮男 @李开英 "" @蛮男 @李开海 "" @蛮男 @李开成 "" @蛮男 @李开朋 "" @蛮男 @李开友 "" @蛮男 @李开彬 "" @蛮男 @李开胜 "" @蛮男 @李开基 "" @蛮男 @李开坤 "" @蛮男 @李开峰 "" @蛮男 @李开汉 "" @蛮男 @李开田 "" @蛮男 @李开泰 "" @蛮男 @李开贵 "" @蛮男 @李开兴 "" @蛮男 @李开安 "" @蛮男 @李开昌 "" @蛮男 @李开国 "" @蛮男 @李开江 "" @蛮男 @李开福 "" @蛮男 @李开祖 "" @蛮男 @李开熙 "" @蛮男 @李开凤 "" @蛮男 @李开忠 "" @蛮男 @李开正 "" @蛮男 @李开茂 "" @蛮男 @李开贤 "" @蛮男 @李开诚 "" @蛮男 @李开孝 "" @蛮男 @李开吉 "" @蛮男 @李开谦 "" @蛮男 @李开宁 "" @蛮男 @李开丰 "" @蛮男 @李开慧 "" @蛮男 @李开真 "" @蛮男 @李开利 "" @蛮男 @李开志 "" @蛮男 @李开浩 "" @蛮男 @李开毅 "" @蛮男 @李开豪 "" @蛮男 @李开芳 "" @蛮男 @李开春 "" @蛮男 @李开庆 "" @蛮男 @李开耀 "" @蛮男 @李开弘 "" @蛮男 @李开博 "" @蛮男 @李开秀 "" @蛮男 @李开琼 "" @蛮男 @李开星 "" @蛮男 @李开亮 "" @蛮男 @李开羽 "" @蛮男 @李开振 "" @蛮男 @李开联 "" @蛮男 @李开颖 "" @蛮男 @李开洪 "" @蛮男 @李开贞 "" @蛮男 @李开裕 "" @蛮男 @李开迪 "" @蛮男 @李开翔 "" @蛮男 @李开纪 "" @蛮男 @李开泽 "" @蛮男 @李开宝 "" @蛮男 @李开圣 "" @",0.0,春节放鞭炮
41,@桂林懒猫青年旅舍客栈 @阳朔懒猫青年旅舍 |环城西二路,0.0,春节放鞭炮
42,春节放鞭炮是浪费资源、污染环境的陋习，建议大家减少鞭炮使用，多用环保清洁的垃圾袋，让环保意识深入人心。,0.0,春节放鞭炮
43,春节不放鞭炮一样有年味儿!为了头顶的蓝天和家人的呼吸道健康，让霾早日远去从自己做起!有买炮的钱多孝敬老人吧!支持的微博朋友转发。,0.0,春节放鞭炮
44,春节放鞭炮会加剧雾霾强度，武汉晚报倡议不放鞭炮，既图吉利又减少污染，节约开支。,0.0,春节放鞭炮
45,春节放鞭炮是传统习俗，但会引起空气污染，且不环保。,0.0,春节放鞭炮
46,烟花易冷还引起雾霾，元宵节和情人节，请拒绝放鞭炮和烟花!,0.0,春节放鞭炮
47,春节放鞭炮不仅破坏环境，还可能带来疾病。我们应该采取措施，减少鞭炮的使用，减少空气污染，保护环境。,0.0,春节放鞭炮
48,"""放鞭炮习俗应改革，我们应该摒弃这种陋习，让其回归本真，让地球不再污染。""",0.0,春节放鞭炮
49,春节放鞭炮，环保又节约，安全又不扰民，环保又节约，安全又不扰民。春节禁放鞭炮，你支持吗？,0.0,春节放鞭炮
50,反对态度言论：春节不放炮，拒绝空气污染从我做起，呼吁少放或不放鞭炮，让文明、低碳、绿色、环保的生活方式深入人心，少放不放烟花爆竹。,0.0,春节放鞭炮
51,反对意见：春节不放鞭炮，不如过绿色环保年。,0.0,春节放鞭炮
52,"@小饼叔叔何嘉: @平安宜昌 联合当地环卫、学校、医院、消防、环保等部门,拍摄了一组呼吁大家春节不放鞭炮的照片,通过此次宣传,树立全民自觉自愿“禁放”意识,真正体会到禁放人人有责,平安人人受益!祝愿所有人平平安安过春节!",0.0,春节放鞭炮
53,春节放鞭炮是春节传统习俗之一，但是吸烟的危害不容忽视。无烟春节，从我做起，让我们一起拒绝鞭炮，选择绿色出行，减少空气污染。,0.0,春节放鞭炮
54,不放鞭炮，春节快乐!,0.0,春节放鞭炮
55,提倡低碳环保。,0.0,春节放鞭炮
56,春节不放鞭炮，环保过年!,0.0,春节放鞭炮
57,春节不放或少放鞭炮，我坚决反对!,0.0,春节放鞭炮
58,春节放鞭炮不仅污染环境，还会影响空气质量。,0.0,春节放鞭炮
59,反对过年放鞭炮。,0.0,春节放鞭炮
60,"""我承诺春节不放鞭炮""。",0.0,春节放鞭炮
61,春节不放鞭炮，赶走雾霾天!,0.0,春节放鞭炮
62,春节放鞭炮是无可厚非的，可是当小宝宝对鞭炮声胆小敏感时，就有些惨了。放鞭炮是为了满足宝宝的好奇心，可是对于家有小宝宝的妈妈来说，放鞭炮声的噪音对孩子的健康也有一定的危害。所以，春节不放鞭炮，才是最好的选择。,0.0,春节放鞭炮
63,春节放鞭炮，对环境和人都有害，我们应该好好爱护环境。,0.0,春节放鞭炮
64,春节放鞭炮的负面影响越来越严重，无烟春节也不再是春节的传统习俗。,0.0,春节放鞭炮
65,反对放鞭炮，反对环保。,0.0,春节放鞭炮
66,春节不放鞭炮，不放鞭炮，不放鞭炮!,0.0,春节放鞭炮
67,春节不放鞭炮，少了年味，环保又浪费资源，不安全又不扰民，不利于社会和谐。,0.0,春节放鞭炮
68,84省道,0.0,春节放鞭炮
69,我们应该放弃烟花，放鞭炮，让环保成为我们日常生活中的一部分。,0.0,春节放鞭炮
70,春节放鞭炮，不仅噪音大，空气污染严重，我们应该减少放炮，过一个绿色欢乐的春节。,0.0,春节放鞭炮
71,春节放鞭炮是一种传统的习俗，但必须改变。,0.0,春节放鞭炮
72,将军牛排7家门店今年过年不放鞭炮烟花。,0.0,春节放鞭炮
73,不放鞭炮是错误的，不应该在春节期间放鞭炮。,0.0,春节放鞭炮
74,春节放鞭炮应该注意安全，不要乱扔乱放，避免发生危险。,0.0,春节放鞭炮
75,@张绿色：“陈光盘”这个名字很不雅观。,0.0,春节放鞭炮
76,春节不放或少放鞭炮。,0.0,春节放鞭炮
77,@平安成都 @成都环保 : 春节放鞭炮是不安全的行为，应该减少鞭炮的燃放量。,0.0,春节放鞭炮
78,春节不放鞭炮是好事，但是放烟花会增加空气污染，而且放鞭炮还容易污染空气，所以不放鞭炮是最佳选择。,0.0,春节放鞭炮
79,春节放鞭炮是无可厚非的，可是家有小宝宝，对巨响鞭炮声敏感，却很烦恼。希望今年春节不放或少放鞭炮，让欢声笑语代替鞭炮声，减少污染，蓝天白云，远离雾霾，共创清新、优美生活环境!,0.0,春节放鞭炮
80,春节不放鞭炮，环保过大年，请继续支持!,0.0,春节放鞭炮
81,春节不放鞭炮，让环卫工过个安心年。,0.0,春节放鞭炮
82,听说，在没有禁鞭炮的城市，春节早上的猫猫狗狗是这样的......,0.0,春节放鞭炮
83,春节放鞭炮，清明烧纸钱，巨大浪费背后是更严重的环境污染，威胁后人可持续发展，难道不是先人的期盼？春节禁放鞭炮，人人有责，平安人人受益!,0.0,春节放鞭炮
84,#不放鞭炮，爱护环境，为他人着想。,0.0,春节放鞭炮
85,春节放鞭炮是无可厚非的，可是遇到小宝宝对鞭炮声胆小敏感时，就有些惨了。几天下来每晚必被吵醒哭的稀里哗啦的小丽丽，着实让妈妈我抓狂，尤其保姆还回家过年。,0.0,春节放鞭炮
86,今天放鞭炮了，为了城市安全，为了保护环境，为了保护老人和孩子健康，低碳环保生活，反对放鞭炮。,0.0,春节放鞭炮
87,春节将至，烟花爆竹燃放有隐患，请远离。,0.0,春节放鞭炮
88,春节PM2.5浓度降近四成，政府提倡百姓支持，京津地区少放鞭炮作用明显，元宵节&情人节继续保持。,0.0,春节放鞭炮
89,春节不放鞭炮，拒绝空气污染从我做起。,0.0,春节放鞭炮
90,春节不放鞭炮，让狗狗和猫咪快乐过新年。,0.0,春节放鞭炮
91,反对春节放鞭炮,0.0,春节放鞭炮
92,@@@@@@@@@@@@############,0.0,春节放鞭炮
93,反对过年放鞭炮,0.0,春节放鞭炮
94,@刘伟：春节期间燃放鞭炮不文明，污染空气，导致空气污染。,0.0,春节放鞭炮
95,电子鞭炮，环保无用,0.0,春节放鞭炮
96,反对春节放鞭炮,0.0,春节放鞭炮
97,春节放鞭炮，清明烧纸钱，严重污染环境，破坏子孙后代的可持续发展，反对传统习俗，环保行动。,0.0,春节放鞭炮
98,"春节不放炮,拒绝空气污染从我做起。",0.0,春节放鞭炮
99,"反对态度言论：

大大地赞扬慈溪市精神文明建设委员会办公室,慈溪市环保局,慈航公益服务中心的行动，主办了""拒绝雾霾,慈溪万人签名承诺新春佳节不燃烟火爆竹""这行动提倡得好，使百姓既省钱又安宁。真希望上海区过春节也""不放鞭炮""让我们过一个祥和,安全,愉快,健康的绿色环保""新年""。

天气预报说,马年春节期间白天平均气温在5度左右,真是一个比较温暖的新春佳节。如果这个春节大家都少放或者不放鞭炮,那将会对大气环境做出贡献,也会给环卫工人减少一定的工作量,也会减少很多鞭炮纸屑垃圾,这么多的好处何乐而不为之呢？",0.0,春节放鞭炮
100,主页君今个一早到现在，耳边的鞭炮声断断续续，到了晚上更为热闹，人们的发财愿望是好的，过这个财神节也是你的自由，可能不能不放鞭炮呢？首先这不是春节，有历史传统习俗，非放不可。再者，有问过他老人家喜欢鞭炮吗？他来了你们放炮也得把他吓跑了。在我所住的城市/今年春节放鞭炮的少了一半还多/追起原因有二/一是考虑空气污柒/二是百姓嫌贵/三是花钱听响不实惠/四是过年的传统被颠复 大家看还有哪些原因,0.0,春节放鞭炮
101,春节放鞭炮，不仅污染环境，还危害健康。我们应该抵制鞭炮的滥用，保护我们的地球。,0.0,春节放鞭炮
102,春节期间，我们应该从自己做起，减少污染，保护环境。,0.0,春节放鞭炮
103,主页君今天一早听到鞭炮声断断续续，到晚上更为热闹，人们发财愿望是好的，过这个财神节也是你的自由，不能不放鞭炮吗？这并不是春节，有历史传统习俗，非放不可。再者，有问过他老人家喜欢鞭炮吗？他来了你们放炮也得把他吓跑了。今年春节破例，没有放一支烟花。新年时，多多郑重宣布：今年家里不放鞭炮，环保!去年春节剩下的三捆烟花刚找出来，就被多多没收了——孩子的环保意识值得尊重!也好，不放就不放，省下了往年大团结的支出，通胀，钱是得省着点花!,0.0,春节放鞭炮
104,春节不放鞭炮，春节快乐!,0.0,春节放鞭炮
105,春节放鞭炮是不对的。,0.0,春节放鞭炮
106,反对态度言论：春节放鞭炮污染环境，对空气质量造成不良影响。,0.0,春节放鞭炮
107,春节燃放烟花应改进,0.0,春节放鞭炮
108,"春节放鞭炮,是春节传统习俗,也是童年回忆,放鞭炮不放鞭炮,是个人的选择,不是政府的政策。",0.0,春节放鞭炮
109,"今天晚上就尽看CCTV6了，没想到下映才一个月的片子就能上电视。2个呢虽然不是特别出彩，但还是可以看看的，主要是都有一些别出心裁的剧情。2个老天王还是可以保证一定质量的。

#民生服务#【宁波市中医院急诊春节期间不放假 照常24小时开诊】2月9—13日(除夕至初四)中医院总部门诊按节假日值班安排(详见www.nbszyy.com.cn),初五起恢复正常,江东门诊部2月9—14日停诊。PS:春节不放鞭炮、注意饮食......#绿色过年#!远离医院!医生坐诊咨询电话:87089035,收藏，以备不时之需!",0.0,春节放鞭炮
110,@桂林懒猫青年旅舍客栈 @阳朔懒猫青年旅舍 |环城西二路 @懒猫青年旅舍 | 环城西二路,0.0,春节放鞭炮
111,@中国文明网 @人民日报 @央视新闻 @长春发布 @长春发布,0.0,春节放鞭炮
112,过年放鞭炮对身体有害，对空气质量也不好。我们应该重视环保，从自身做起，减少放鞭炮。,0.0,春节放鞭炮
113,春节禁鞭，放鞭炮是有害的，放鞭炮不仅影响空气质量，还破坏环境。,0.0,春节放鞭炮
114,@平安宜昌：春节不放鞭炮，才是环保。,0.0,春节放鞭炮
115,春节放鞭炮是为子孙后代着想，而环保是我们每个人的责任。我们应该以实际行动来保护环境，减少空气污染，让地球变得更加美丽。请每个人都能从小事做起，从身边的小事做起，为地球和子孙后代着想。,0.0,春节放鞭炮
116,@抱猴子的兔子,0.0,春节放鞭炮
117,"天刚晴点就开始放鞭炮,中国人的劣根性就像狗一样,记吃不记打。大到一个企业的逐利心态,置万千民意于不顾,投资建设重污染的项目,小到黎民百姓,环保意识全无,都伸手不见五指了,还丧心病狂的放鞭炮呢。治理空气污染是场持续战役,与其和污浊的空气较劲,不如从我做起-今年春节不放鞭炮!!!!!",0.0,春节放鞭炮
118,反对放鞭炮，反对放烟花爆竹。,0.0,春节放鞭炮
119,春节期间，燃放鞭炮不仅污染环境，还易引发火灾等安全事故，因此，春节期间要减少燃放烟花爆竹。,0.0,春节放鞭炮
120,春节放烟花爆竹是陋习，环保问题需要我们共同重视和解决。我们应该摒弃传统陋习，环保、低碳、绿色过年。,0.0,春节放鞭炮
121,建议大家在春节期间尽量不放鞭炮，为环保尽一份力。,0.0,春节放鞭炮
122,春节不放烟花爆竹是环保和低碳的象征，我们应该支持并支持环保和低碳的生活方式。,0.0,春节放鞭炮
123,春节放鞭炮是违法的，环保是我们的责任，我们应该为保护环境而努力。,0.0,春节放鞭炮
124,春节不放或少放鞭炮。,0.0,春节放鞭炮
125,"""春节期间放鞭炮、烧纸钱等不文明行为，不仅会给社会带来负面影响，还对环境造成损害。""",0.0,春节放鞭炮
126,春节不放鞭炮赶走雾霾天。,0.0,春节放鞭炮
127,春节放鞭炮，清明烧纸钱，巨大浪费的背后是更为严重的环境污染，威胁后人的可持续发展，不是先人的期盼。,0.0,春节放鞭炮
128,#春节快乐#不放鞭炮的春节，因为在怒江傈僳族里，不放鞭炮是最传统和尊重的行为。,0.0,春节放鞭炮
129,反对春节放鞭炮，低碳环保过节。,0.0,春节放鞭炮
130,元宵节炮火连天，让人感到苦中作乐，却无异于苦中作乐。,0.0,春节放鞭炮
131,春节放鞭炮是大气污染的主要原因，不应该让小孩子肆意放鞭炮。,0.0,春节放鞭炮
132,反对放鞭炮，环保意识已经逐步养成，应该改变不放鞭炮的陋习。,0.0,春节放鞭炮
133,春节放鞭炮的负面影响很大，空气污染严重，破坏环境。我们应该采取措施来保护环境，比如减少使用一次性塑料制品、节约能源等等。,0.0,春节放鞭炮
134,今天小年可以放鞭炮了，为了我们的城市安全，为了保护我们生存的室内外环境，为了保护我们的老人和孩子健康，为了低碳环保生活，提倡今年春节不放或者少放鞭炮，平平安安欢欢乐乐过春节。,0.0,春节放鞭炮
135,@平安成都 @成都环保 回复：我反对放鞭炮。,0.0,春节放鞭炮
136,春节不放鞭炮，是保护环境的好办法，支持环保，从我做起。,0.0,春节放鞭炮
137,今年春节不放鞭炮了，虽然新闻上说鞭炮产生有害气体，但我认为环保过年才是最好的选择。,0.0,春节放鞭炮
138,@反对春节放鞭炮,0.0,春节放鞭炮
139,春节不放鞭炮，赶走雾霾天，能消除雾霾，还能减轻空气污染，何必不放呢？,0.0,春节放鞭炮
140,反对春节放鞭炮，过节不放纸，过节要环保，环保过年。,0.0,春节放鞭炮
